,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점,lat,lng
204,대포집,서울특별시 강남구 강남대로114길 15 1F,고기 요리,만원-2만원,1,,37.5060527,127.0255174
205,무교동유정낙지,서울특별시 강남구 언주로 615 논현아이파크103동 109호,해산물 요리,만원-2만원,1,,37.51047,127.0357802
206,응급실밥상술상&쭈상낙원,서울특별시 강남구 봉은사로1길 27  1F,해산물 요리,만원-2만원,1,,37.5064578,127.0242771
207,종로계림닭도리탕원조,서울특별시 강남구 학동로4길 20 명진빌딩 104호,닭 / 오리 요리,만원-2만원,1,,37.51003,127.0232318
208,하남돼지집,서울특별시 강남구 선릉로 647 영광빌딩,고기 요리,만원-2만원,3,,37.5143087,127.0420021
209,청담머구리,서울특별시 강남구 언주로150길 45 1F,해산물 요리,만원-2만원,2,,37.5221205,127.0378624
210,치킨버스,서울특별시 강남구 학동로 224 삼환아르누보3,닭 / 오리 요리,만원-2만원,2,,37.51445880000001,127.0332712
211,어사출또,서울특별시 강남구 학동로2길 54 1-2F,해산물 요리,만원-2만원,1,,37.5081092,127.023483
212,지랄닭발,서울특별시 강남구 강남대로124길 36,닭 / 오리 요리,만원-2만원,2,,37.5092696,127.0255424
213,할매숯불닭갈비,서울특별시 강남구 강남대로 520 영동빌딩,닭 / 오리 요리,만원-2만원,2,,37.4872446,127.0327813
214,동대문닭한마리칼국수,서울특별시 강남구 언주로148길 14,닭 / 오리 요리,만원-2만원,3,,37.5202946,127.0359457
215,논골집,서울특별시 강남구 강남대로122길 12,고기 요리,만원-2만원,1,,37.5077807,127.0241841
216,논골집,서울특별시 강남구 도산대로8길 19,탕 / 찌개 / 전골,만원-2만원,2,,37.5156777,127.0224648
217,마켓정정육식당,서울특별시 강남구 강남대로128길 6,고기 요리,만원-2만원,2,,37.5096928,127.0227781
218,이대팔쭈꾸미,서울특별시 강남구 봉은사로1길 34,해산물 요리,만원-2만원,1,,37.5069181,127.0243706
219,마포숯불갈비,서울특별시 강남구 학동로2길 29,고기 요리,만원-2만원,1,,37.5095341,127.0230912
220,육화몽,서울특별시 강남구 학동로2길 17 1F,고기 요리,만원-2만원,2,,37.5102075,127.0228019
221,비어라이제,서울특별시 강남구 강남대로124길 3-9,닭 / 오리 요리,만원-2만원,1,,37.5092858,127.0228117
222,계열사,서울특별시 강남구 언주로113길 16 ,닭 / 오리 요리,만원-2만원,2,,37.5093245,127.0359567
223,지코바,서울특별시 강남구 언주로125길 10 105호,닭 / 오리 요리,만원-2만원,1,,37.5130875,127.0343315
224,진전복삼계탕,서울특별시 강남구 언주로133길 18,탕 / 찌개 / 전골,만원-2만원,1,,37.5163305,127.0336891
