,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
169,해담채,서울특별시 중구 칠패로 37 HSBC빌딩,한정식 / 백반 / 정통 한식,3만원-4만원,1,
170,주옥,서울특별시 중구 소공로 119 더 플라자 3F,퓨전 한식,4만원 이상,15,4.4
171,참숯골,"서울특별시 중구 무교로 16 체육회관빌딩 2F, 3F",고기 요리,3만원-4만원,8,3.7
172,한와담,서울특별시 중구 세종대로21길 40 TV조선 1F,고기 요리,4만원 이상,12,3.6
173,달개비,서울특별시 중구 세종대로19길 16,한정식 / 백반 / 정통 한식,4만원 이상,2,
174,스타킹크랩,서울특별시 중구 남대문로1길 15,해산물 요리,4만원 이상,2,
175,금자네생등심,서울특별시 중구 통일로 22-4,고기 요리,3만원-4만원,4,
176,아리랑,서울특별시 중구 남대문로7길 23,고기 요리,3만원-4만원,4,
177,창고43,서울특별시 중구 서소문로 120 ENA빌딩 1F,고기 요리,3만원-4만원,5,
178,이화고려정,서울특별시 중구 서소문로9길 10,고기 요리,3만원-4만원,2,
179,오륙도,서울특별시 중구 을지로3길 20,고기 요리,3만원-4만원,2,
180,진동횟집,서울특별시 중구 세종대로14길 18,해산물 요리,3만원-4만원,1,
181,해담채,서울특별시 중구 칠패로 37 HSBC빌딩,한정식 / 백반 / 정통 한식,3만원-4만원,1,
182,막내회집,서울특별시 중구 남대문시장2가길 2,해산물 요리,3만원-4만원,22,4.0
183,참숯골,"서울특별시 중구 무교로 16 체육회관빌딩 2F, 3F",고기 요리,3만원-4만원,8,3.7
184,한와담,서울특별시 중구 세종대로21길 40 TV조선 1F,고기 요리,4만원 이상,12,3.6
185,달개비,서울특별시 중구 세종대로19길 16,한정식 / 백반 / 정통 한식,4만원 이상,2,
186,스타킹크랩,서울특별시 중구 남대문로1길 15,해산물 요리,4만원 이상,2,
187,금자네생등심,서울특별시 중구 통일로 22-4,고기 요리,3만원-4만원,4,
188,창고43,서울특별시 중구 서소문로 120 ENA빌딩 1F,고기 요리,3만원-4만원,5,
189,이화고려정,서울특별시 중구 서소문로9길 10,고기 요리,3만원-4만원,2,
190,오륙도,서울특별시 중구 을지로3길 20,고기 요리,3만원-4만원,2,
191,진동횟집,서울특별시 중구 세종대로14길 18,해산물 요리,3만원-4만원,1,
192,회현식당,서울특별시 중구 퇴계로2길 9-8,이자카야 / 오뎅 / 꼬치,2만원-3만원,20,4.8
193,회현카페,서울특별시 중구 퇴계로2길 9-8 2F,까스 요리,2만원-3만원,15,4.6
194,참치공방,서울특별시 중구 남대문로 112 2F,회 / 스시,2만원-3만원,5,
195,스시현,서울특별시 중구 중림로 21 더플레이스,회 / 스시,2만원-3만원,2,
196,본스시,서울특별시 중구 남대문로7길 13,회 / 스시,2만원-3만원,1,
197,우도일식,서울특별시 중구 세종대로 124,정통 일식 / 일반 일식,2만원-3만원,1,
198,오후청,서울특별시 중구 남대문로1길 26-10,기타 일식,2만원-3만원,1,
199,엔토하이,서울특별시 중구 세종대로14길 34 1F,이자카야 / 오뎅 / 꼬치,2만원-3만원,1,
200,스시조,서울특별시 중구 소공로 106 서울 웨스틴조선호텔 20F,정통 일식 / 일반 일식,4만원 이상,10,4.4
201,스시미토,서울특별시 중구 남대문로 117 동아빌딩 B1,회 / 스시,4만원 이상,7,
202,미시령너머,서울특별시 중구 세종대로9길 41 올리브타워,회 / 스시,4만원 이상,2,
203,동원참치,서울특별시 중구 세종대로 135,회 / 스시,3만원-4만원,2,
