,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
170,놀부부대찌개&철판구이,서울특별시 광진구 아차산로 272 스타시티 B1,탕 / 찌개 / 전골,만원 미만,3,
171,이삭홍두깨손칼국수,서울특별시 광진구 동일로72길 51,국수 / 면 요리,만원 미만,1,
172,추억의차우동짜장,서울특별시 광진구 뚝섬로 472,국수 / 면 요리,만원 미만,2,
173,가평식당,서울특별시 광진구 동일로38길 26,국수 / 면 요리,만원 미만,1,
174,아둘떡볶이,서울특별시 광진구 용마산로 158,기타 한식,만원 미만,2,
175,김밥대학라면학과,서울특별시 광진구 광나루로24길 8,퓨전 한식,만원 미만,1,
176,테판스타,서울특별시 광진구 광나루로56길 85 테크노마트 9F 18호,퓨전 한식,만원 미만,1,
177,신촌설렁탕,서울특별시 광진구 능동로19길 8,탕 / 찌개 / 전골,만원 미만,2,
178,한아름식당,서울특별시 광진구 군자로3길 27,한정식 / 백반 / 정통 한식,만원 미만,1,
179,육성회비,서울특별시 광진구 동일로24길 19,고기 요리,만원-2만원,46,4.4
180,남한강민물매운탕,서울특별시 광진구 동일로 150,해산물 요리,만원-2만원,13,4.4
181,환이네갈비살 (휴업중),서울특별시 광진구 동일로24길 70,고기 요리,만원-2만원,13,4.4
182,태천면옥,서울특별시 광진구 광장로 49,국수 / 면 요리,만원-2만원,23,4.3
183,계탄집,서울특별시 광진구 능동로 31,닭 / 오리 요리,만원-2만원,20,4.2
184,장인석닭한마리,서울특별시 광진구 자양로43길 49-6,닭 / 오리 요리,만원-2만원,6,4.2
185,민정식당,서울특별시 광진구 아차산로42길 41-4,탕 / 찌개 / 전골,만원-2만원,13,4.1
186,쭈꾸미킹,서울특별시 광진구 능동로13길 39 한아름쇼핑센터,해산물 요리,만원-2만원,18,4.0
187,뱃놈,서울특별시 광진구 광나루로19길 9,해산물 요리,만원-2만원,16,4.0
188,고기굽는놈,서울특별시 광진구 아차산로31길 8,고기 요리,만원-2만원,6,4.0
189,김돈이,서울특별시 광진구 아차산로 397,고기 요리,만원-2만원,5,4.0
190,왕십리정곱창,서울특별시 광진구 능동로19길 5,고기 요리,만원-2만원,12,3.9
191,최신족발,서울특별시 광진구 아차산로29길 63,고기 요리,만원-2만원,10,3.8
192,깍뚝,서울특별시 광진구 능동로19길 36,고기 요리,만원-2만원,22,3.8
193,순곱이네,서울특별시 광진구 동일로24길 93,고기 요리,만원-2만원,11,3.7
194,아웃닭,서울특별시 광진구 동일로22길 51,닭 / 오리 요리,만원-2만원,15,3.7
195,강릉엄지네꼬막집,서울특별시 광진구 아차산로 375,해산물 요리,만원-2만원,13,3.5
196,신사소곱창,서울특별시 광진구 아차산로31길 39,고기 요리,만원-2만원,30,3.4
197,바른치킨,서울특별시 광진구 아차산로29길 7,닭 / 오리 요리,만원-2만원,10,3.4
198,대한곱창,서울특별시 광진구 능동로36길 10,고기 요리,만원-2만원,12,3.1
199,고향집,서울특별시 광진구 아차산로49길 30,해산물 요리,만원-2만원,3,
200,대관령감자탕,서울특별시 광진구 아차산로76길 6,탕 / 찌개 / 전골,만원-2만원,3,
201,가마로,서울특별시 광진구 동일로22길 100,고기 요리,만원-2만원,12,
202,열불날개,서울특별시 광진구 동일로24길 63,닭 / 오리 요리,만원-2만원,8,
203,야돈,서울특별시 광진구 아차산로33길 25,고기 요리,만원-2만원,1,
204,하남돼지집,서울특별시 광진구 동일로22길 30,고기 요리,만원-2만원,7,
205,바나바나,서울특별시 광진구 동일로20길 72 1F,기타 한식,만원-2만원,7,
206,양촌리생삼겹살,서울특별시 광진구 아차산로 482,고기 요리,만원-2만원,7,
207,안주나라,서울특별시 광진구 동일로18길 23,해산물 요리,만원-2만원,2,
208,등촌샤브칼국수,서울특별시 광진구 용마산로 128,탕 / 찌개 / 전골,만원-2만원,5,
209,삼통치킨,서울특별시 광진구 아차산로 589,닭 / 오리 요리,만원-2만원,4,
210,봉추찜닭,서울특별시 광진구 아차산로 272 더샵스타시티,닭 / 오리 요리,만원-2만원,5,
211,고기원칙,서울특별시 광진구 아차산로 384,고기 요리,만원-2만원,1,
212,진육식당,서울특별시 광진구 능동로 18,고기 요리,만원-2만원,9,
213,불난닭발,서울특별시 광진구 자양로18길 6,닭 / 오리 요리,만원-2만원,9,
214,소일창,서울특별시 광진구 자양로45길 34 1F,고기 요리,만원-2만원,1,
215,울트라곱창,서울특별시 광진구 동일로24길 95-1,고기 요리,만원-2만원,6,
216,충만치킨,서울특별시 광진구 동일로20길 98,닭 / 오리 요리,만원-2만원,4,
217,횃불,서울특별시 광진구 아차산로55길 20 1F,고기 요리,만원-2만원,3,
218,식껍,서울특별시 광진구 아차산로 395  1F,고기 요리,만원-2만원,1,
219,소신이쏘,서울특별시 광진구 아차산로31길 9-1 2F,고기 요리,만원-2만원,2,
220,강나루유황오리주물럭,서울특별시 광진구 아차산로57길 5,닭 / 오리 요리,만원-2만원,3,
221,개미집,서울특별시 광진구 광나루로24길 25-4,해산물 요리,만원-2만원,8,
222,나루가온,서울특별시 광진구 아차산로78길 75,국수 / 면 요리,만원-2만원,12,
223,육회한연어,서울특별시 광진구 동일로22길 42,고기 요리,만원-2만원,8,
224,본전주먹구이,서울특별시 광진구 능동로35길 32,고기 요리,만원-2만원,3,
225,청춘등판,서울특별시 광진구 동일로22길 34 1F,고기 요리,만원-2만원,4,
226,정가네빈대떡,서울특별시 광진구 천호대로112길 10,한정식 / 백반 / 정통 한식,만원-2만원,3,
227,대곱창,서울특별시 광진구 아차산로 242,고기 요리,만원-2만원,2,
228,봉추찜닭,서울특별시 광진구 능동로35길 7,닭 / 오리 요리,만원-2만원,3,
229,육회하쥬,서울특별시 광진구 구의로 59  101호,고기 요리,만원-2만원,1,
230,강쇠네,서울특별시 광진구 뚝섬로 535,고기 요리,만원-2만원,7,
231,기절초풍물닭갈비,서울특별시 광진구 자양로13길 88-1,닭 / 오리 요리,만원-2만원,3,
232,거리 먹,서울특별시 광진구 아차산로34길 32 1F,퓨전 한식,만원-2만원,2,
233,교촌치킨,서울특별시 광진구 자양로13길 40 ,닭 / 오리 요리,만원-2만원,1,
234,가장맛있는족발,서울특별시 광진구 능동로36길 21 1F,고기 요리,만원-2만원,2,
235,고향산천원조숯불닭갈비,서울특별시 광진구 광나루로18길 3,닭 / 오리 요리,만원-2만원,4,
236,새너울,서울특별시 광진구 능동로 315 DM빌딩 2F,퓨전 한식,만원-2만원,1,
237,채선당,서울특별시 광진구 아차산로 563,탕 / 찌개 / 전골,만원-2만원,1,
238,화기애애,서울특별시 광진구 아차산로31길 16,고기 요리,만원-2만원,6,
239,무교동유정낙지,서울특별시 광진구 아차산로 464,해산물 요리,만원-2만원,3,
240,도톰,서울특별시 광진구 능동로 386,고기 요리,만원-2만원,1,
241,일품대가삼계탕,서울특별시 광진구 아차산로 358 영주빌딩,탕 / 찌개 / 전골,만원-2만원,4,
242,6casa,서울특별시 광진구 능동로39길 3 1F,고기 요리,만원-2만원,3,
243,충만치킨,서울특별시 광진구 능동로36길 32 201호,닭 / 오리 요리,만원-2만원,2,
244,만석시래기코다리조림,서울특별시 광진구 군자로17길 42,해산물 요리,만원-2만원,1,
245,제주탐하리,서울특별시 광진구 천호대로101길 11 영진빌딩,고기 요리,만원-2만원,3,
246,광어2마리,서울특별시 광진구 아차산로29길 71,해산물 요리,만원-2만원,4,
247,능동곱창,서울특별시 광진구 긴고랑로 12,고기 요리,만원-2만원,3,
248,가장맛있는족발,서울특별시 광진구 자양로18길 9,고기 요리,만원-2만원,2,
249,육일관,서울특별시 광진구 아차산로31길 10,고기 요리,만원-2만원,3,
250,노릇,서울특별시 광진구 능동로36길 36 1F,고기 요리,만원-2만원,3,
251,고치치,서울특별시 광진구 자양로18길 49 1F,고기 요리,만원-2만원,2,
252,빛나는청춘,서울특별시 광진구 아차산로 457,고기 요리,만원-2만원,1,
253,개미집투,서울특별시 광진구 능동로16길 60,해산물 요리,만원-2만원,3,
254,참곱창,서울특별시 광진구 면목로 182,고기 요리,만원-2만원,2,
255,대명소곱창,서울특별시 광진구 능동로 298,고기 요리,만원-2만원,6,
256,홍천화로숯불구이,서울특별시 광진구 천호대로110길 27,고기 요리,만원-2만원,2,
257,오늘도고기,서울특별시 광진구 아차산로55길 24,고기 요리,만원-2만원,1,
258,어울림,서울특별시 광진구 광장로1나길 10,탕 / 찌개 / 전골,만원-2만원,2,
259,전여친,서울특별시 광진구 군자로 177 1F,한정식 / 백반 / 정통 한식,만원-2만원,1,
260,정선곤드레메밀집,서울특별시 광진구 능동로36길 186,한정식 / 백반 / 정통 한식,만원-2만원,6,
261,강변꼼장어,서울특별시 광진구 구의강변로 79,기타 한식,만원-2만원,2,
262,울돌목주먹고기,서울특별시 광진구 아차산로51길 28-5,고기 요리,만원-2만원,3,
263,혼식당,서울특별시 광진구 능동로13길 70 1F,닭 / 오리 요리,만원-2만원,3,
264,지리산정육식당,서울특별시 광진구 광나루로54길 38,고기 요리,만원-2만원,2,
265,돈수작,서울특별시 광진구 능동로36길 13,고기 요리,만원-2만원,2,
266,최고집풍천장어,서울특별시 광진구 아차산로51길 79,해산물 요리,만원-2만원,1,
267,태태삼겹,서울특별시 광진구 능동로 69  호반써밋자양상가 137호,고기 요리,만원-2만원,1,
268,교촌치킨,서울특별시 광진구 자양번영로 15,닭 / 오리 요리,만원-2만원,2,
269,정통집,서울특별시 광진구 동일로24길 95 1F,고기 요리,만원-2만원,5,
270,소담촌,서울특별시 광진구 용마산로 10 대붕빌딩 3F,탕 / 찌개 / 전골,만원-2만원,3,
271,청춘물고기,서울특별시 광진구 군자로 43 1F,해산물 요리,만원-2만원,2,
272,막내막창,서울특별시 광진구 군자로 175,고기 요리,만원-2만원,1,
273,키야기,서울특별시 광진구 능동로 342-1,퓨전 한식,만원-2만원,1,
274,참숯뽈살구이,서울특별시 광진구 동일로4길 10,고기 요리,만원-2만원,1,
275,숙고,서울특별시 광진구 아차산로53길 5 1F,고기 요리,만원-2만원,1,
276,안지랑곱창,서울특별시 광진구 동일로24길 82 1F,고기 요리,만원-2만원,1,
